"Session:Name","Record #","Speaker:Name","Orthography","Segment","Notes","situation","GRASP","Morphology"
"Alex.010512","754","Mother","[where] [is] [it ?]","000:00.000-000:00.000","","[]","[1|3|LINK] [2|3|AUX] [3|0|INCROOT 4|3|PUNCT]","[adv:int|where] [aux|be&3S] [pro:per|it ?]"
"Alex.010512","755","Mother","[oh] [there] [it] [is .]","045:26.885-045:27.893","","[]","[1|4|COM] [2|4|JCT] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT]","[co|oh] [adv|there] [pro:per|it] [cop|be&3S .]"
"Alex.010512","756","Mother","[I] [see] [it .]","045:27.893-045:28.750","","[]","[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT]","[pro:sub|I] [v|see] [pro:per|it .]"
"Alex.010512","757","Mother","[&dah .]","045:28.750-045:38.793","","[]","[]","[]"
"Alex.010512","758","Alex","[yyy .]","000:00.000-000:00.000","","[]","[]","[]"
"Alex.010512","759","Alex","[yyy] [yyy .]","045:38.793-045:40.953","","[]","[]","[]"
"Alex.010512","760","Mother","[wee .]","045:40.953-045:42.020","","[]","[1|0|INCROOT 2|1|PUNCT]","[adj|wee .]"
"Alex.010512","761","Mother","[where's] [your] [bat ?]","045:42.020-045:48.658","","[]","[1|2|LINK 2|0|ROOT] [3|4|MOD] [4|2|PRED 5|2|PUNCT]","[adv:int|where~cop|be&3S] [det:poss|your] [n|bat ?]"
"Alex.010512","762","Alex","[bat .]","045:48.658-045:50.850","","[]","[1|0|INCROOT 2|1|PUNCT]","[n|bat .]"
"Alex.010512","763","Mother","[bat .]","045:50.850-045:51.833","","[]","[1|0|INCROOT 2|1|PUNCT]","[n|bat .]"
"Alex.010512","764","Mother","[where's] [your] [bat ?]","045:51.833-045:53.371","","[]","[1|2|LINK 2|0|ROOT] [3|4|MOD] [4|2|PRED 5|2|PUNCT]","[adv:int|where~cop|be&3S] [det:poss|your] [n|bat ?]"
"Alex.010512","765","Alex","[bat .]","045:53.371-045:55.890","","[]","[1|0|INCROOT 2|1|PUNCT]","[n|bat .]"
"Alex.010512","766","Alex","[bat .]","045:55.890-045:57.278","","[]","[1|0|INCROOT 2|1|PUNCT]","[n|bat .]"
"Alex.010512","767","Alex","[bat .]","045:57.278-046:01.118","","[]","[1|0|INCROOT 2|1|PUNCT]","[n|bat .]"
"Alex.010512","768","Mother","[bat .]","046:01.118-046:02.310","","[]","[1|0|INCROOT 2|1|PUNCT]","[n|bat .]"
"Alex.010512","769","Mother","[ball .]","046:02.310-046:05.110","","[]","[1|0|INCROOT 2|1|PUNCT]","[n|ball .]"
"Alex.010512","770","Mother","[wee .]","046:05.110-046:06.908","","[]","[1|0|INCROOT 2|1|PUNCT]","[adj|wee .]"
"Alex.010512","771","Alex","[yyy] [yyy] [yyy .]","046:06.908-046:11.720","","[]","[]","[]"
"Alex.010512","772","Mother","[c'mere (replacement:replacement:come here)] [I'll] [help] [you .]","000:00.000-000:00.000","","[]","[1|0|ROOT 2|1|JCT] [3|5|SUBJ 4|5|AUX] [5|1|COMP] [6|5|OBJ 7|1|PUNCT]","[v|come adv|here] [pro:sub|I~mod|will] [v|help] [pro:per|you .]"
"Alex.010512","773","Alex","[yyy] [yyy] [yyy .]","046:11.720-046:13.321","both ks sound uvular not velar","[]","[]","[]"
"Alex.010512","774","Mother","[ready ?]","046:13.321-046:15.895","","[]","[1|0|INCROOT 2|1|PUNCT]","[adj|ready ?]"
"Alex.010512","775","Mother","[one (.)] [two (.)] [three .]","046:15.895-046:18.293","","[]","[1|2|QUANT] [2|3|QUANT] [3|0|INCROOT 4|3|PUNCT]","[det:num|one] [det:num|two] [det:num|three .]"
"Alex.010512","776","Alex","[yyy] [yyy .]","046:18.293-046:34.358","","[]","[]","[]"
"Alex.010512","777","Mother","[ready ?]","000:00.000-000:00.000","","[]","[1|0|INCROOT 2|1|PUNCT]","[adj|ready ?]"
"Alex.010512","778","Alex","[yyy] [yyy] [yyy] [yyy] [yyy .]","046:34.356-046:40.360","","[]","[]","[]"
"Alex.010512","779","Mother","[where] [ya (replacement:replacement:you)] [goin (replacement:replacement:going) .]","000:00.000-000:00.000","","[]","[1|3|LINK] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT]","[adv:int|where] [pro:per|you] [part|go-PRESP .]"
"Alex.010512","780","Mother","[oh] [be] [careful (.)] [be] [careful .]","046:40.360-046:42.575","","[]","[1|3|COM] [2|3|AUX] [3|5|COM] [4|5|AUX] [5|0|INCROOT 6|5|PUNCT]","[co|oh] [aux|be] [co|careful] [aux|be] [co|careful .]"
"Alex.010512","781","Alex","[yyy .]","046:42.575-046:44.630","","[]","[]","[]"
"Alex.010512","782","Alex","[yyy] [yyy .]","046:44.630-046:46.826","","[]","[]","[]"
"Alex.010512","783","Alex","[yyy] [yyy] [yyy .]","046:46.826-046:51.213","","[]","[]","[]"
"Alex.010512","784","Mother","[down .]","000:00.000-000:00.000","","[]","[1|0|INCROOT 2|1|PUNCT]","[adv|down .]"
"Alex.010512","785","Mother","[would] [you] [like] [your] [ball ?]","046:51.213-046:53.696","","[]","[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|MOD] [5|3|OBJ 6|3|PUNCT]","[mod|will&COND] [pro:per|you] [v|like] [det:poss|your] [n|ball ?]"
"Alex.010512","786","Mother","[no ?]","046:53.696-046:57.996","","[]","[1|0|INCROOT 2|1|PUNCT]","[co|no ?]"
"Alex.010512","787","Mother","[no .]","046:57.996-047:01.125","","[]","[1|0|INCROOT 2|1|PUNCT]","[co|no .]"
"Alex.010512","788","Mother","[no] [no .]","047:01.125-047:02.391","","[]","[1|2|COM] [2|0|INCROOT 3|2|PUNCT]","[co|no] [co|no .]"
"Alex.010512","789","Mother","[don't] [touch] [that .]","047:02.391-047:05.225","","[]","[1|3|AUX 2|1|NEG] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT]","[mod|do~neg|not] [v|touch] [pro:dem|that .]"
"Alex.010512","790","Alex","[yyy] [yyy .]","000:00.000-000:00.000","","[]","[]","[]"
"Alex.010512","791","Mother","[Alex] [what's] [that (.)] [dirt ?]","047:05.225-047:19.525","","[]","[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|5|DET] [5|3|PRED 6|3|PUNCT]","[n:prop|Alex] [pro:int|what~cop|be&3S] [pro:dem|that] [n|dirt ?]"
"Alex.010512","792","Mother","[what] [is] [that ?]","047:19.525-047:21.438","","[]","[1|2|SUBJ] [2|0|ROOT] [3|2|PRED 4|2|PUNCT]","[pro:int|what] [cop|be&3S] [pro:dem|that ?]"
"Alex.010512","793","Mother","[leaves .]","047:21.438-047:26.908","","[]","[1|0|INCROOT 2|1|PUNCT]","[n|leaf-PL .]"
"Alex.010512","794","Mother","[stick .]","047:26.908-047:29.495","","[]","[1|0|INCROOT 2|1|PUNCT]","[n|stick .]"
"Alex.010512","795","Mother","[what] [is] [this ?]","047:29.495-047:35.586","","[]","[1|2|SUBJ] [2|0|ROOT] [3|2|PRED 4|2|PUNCT]","[pro:int|what] [cop|be&3S] [pro:dem|this ?]"
"Alex.010512","796","Mother","[and] [this ?]","047:35.586-047:41.453","","[]","[1|0|INCROOT] [2|1|COORD 3|1|PUNCT]","[coord|and] [pro:dem|this ?]"
"Alex.010512","797","Mother","[that's] [a] [big] [stick .]","047:41.453-047:43.756","","[]","[1|2|SUBJ 2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|PRED 6|2|PUNCT]","[pro:dem|that~cop|be&3S] [det:art|a] [adj|big] [n|stick .]"
"Alex.010512","798","Alex","[yyy] [yyy] [yyy .]","047:43.756-047:50.026","","[]","[]","[]"
"Alex.010512","799","Mother","[thank] [you .]","047:50.026-047:51.691","","[]","[1|0|ROOT] [2|1|OBJ 3|1|PUNCT]","[v|thank] [pro:per|you .]"
"Alex.010512","800","Mother","[pebble (.)] [a] [little] [pebble .]","047:51.691-047:54.250","","[]","[1|4|MOD] [2|4|DET] [3|4|MOD] [4|0|INCROOT 5|4|PUNCT]","[n|pebble] [det:art|a] [adj|little] [n|pebble .]"
"Alex.010512","801","Mother","[here's] [another] [stick .]","047:54.250-047:58.483","","[]","[1|2|SUBJ 2|0|ROOT] [3|4|QUANT] [4|2|PRED 5|2|PUNCT]","[pro:exist|here~cop|be&3S] [qn|another] [n|stick .]"
"Alex.010512","802","Mother","[what's] [this] [one ?]","047:58.483-048:08.245","","[]","[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT]","[pro:int|what~cop|be&3S] [pro:dem|this] [pro:indef|one ?]"
"Alex.010512","803","Mother","[what's] [this] [one ?]","048:08.245-048:11.711","","[]","[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT]","[pro:int|what~cop|be&3S] [pro:dem|this] [pro:indef|one ?]"
"Alex.010512","804","Alex","[yyy .]","048:11.711-048:15.796","","[]","[]","[]"
"Alex.010512","805","Mother","[what] [is] [it ?]","048:15.796-048:16.491","","[]","[1|3|LINK] [2|3|AUX] [3|0|INCROOT 4|3|PUNCT]","[pro:int|what] [aux|be&3S] [pro:per|it ?]"
"Alex.010512","806","Mother","[flower .]","048:16.491-048:19.530","","[]","[1|0|INCROOT 2|1|PUNCT]","[n|flower .]"
"Alex.010512","807","Mother","[thank] [you] [that's] [leaves .]","048:19.530-048:24.773","","[]","[1|0|ROOT] [2|1|OBJ] [3|5|LINK 4|5|AUX] [5|2|CMOD 6|1|PUNCT]","[v|thank] [pro:per|you] [pro:rel|that~aux|be&3S] [n|leaf-PL .]"
"Alex.010512","808","Mother","[put] [your] [leaves] [in] [a] [pile] [here] [like] [that .]","048:24.773-048:26.820","","[]","[1|0|ROOT] [2|3|MOD] [3|1|OBJ] [4|1|JCT] [5|6|DET] [6|4|POBJ] [7|1|JCT] [8|1|JCT] [9|8|POBJ 10|1|PUNCT]","[v|put&ZERO] [det:poss|your] [n|leaf-PL] [prep|in] [det:art|a] [n|pile] [adv|here] [prep|like] [pro:dem|that .]"
"Alex.010512","809","Mother","[howbout (replacement:replacement:how about)] [this] [one ?]","048:26.820-048:33.693","","[]","[1|0|INCROOT 2|1|JCT] [3|4|DET] [4|2|POBJ 5|1|PUNCT]","[adv:int|how prep|about] [pro:dem|this] [pro:indef|one ?]"
"Alex.010512","810","Mother","[what's] [that] [one ?]","048:33.693-048:36.623","","[]","[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT]","[pro:int|what~cop|be&3S] [pro:dem|that] [pro:indef|one ?]"
"Alex.010512","811","Mother","[stick .]","048:36.623-048:38.288","","[]","[1|0|INCROOT 2|1|PUNCT]","[n|stick .]"
"Alex.010512","812","Mother","[what's] [that] [one ?]","048:38.288-048:48.898","","[]","[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT]","[pro:int|what~cop|be&3S] [pro:dem|that] [pro:indef|one ?]"
"Alex.010512","813","Mother","[oh] [that's] [for] [me ?]","048:48.898-048:51.685","","[]","[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT]","[co|oh] [pro:dem|that~cop|be&3S] [prep|for] [pro:obj|me ?]"
"Alex.010512","814","Mother","[thank] [you] [pumpkin .]","048:51.685-048:53.360","","[]","[1|0|ROOT] [2|3|MOD] [3|1|OBJ 4|1|PUNCT]","[v|thank] [pro:per|you] [n|pumpkin .]"
"Alex.010512","815","Mother","[thank] [you] [so] [much .]","048:53.360-048:55.460","","[]","[1|0|ROOT] [2|1|OBJ] [3|4|JCT] [4|1|JCT 5|1|PUNCT]","[v|thank] [pro:per|you] [adv|so] [qn|much .]"
"Alex.010512","816","Mother","[thank] [you .]","048:55.460-049:00.420","","[]","[1|0|ROOT] [2|1|OBJ 3|1|PUNCT]","[v|thank] [pro:per|you .]"
"Alex.010512","817","Mother","[put] [that] [right] [there] [for] [you .]","049:00.420-049:04.125","","[]","[1|0|ROOT] [2|1|OBJ] [3|1|JCT] [4|1|JCT] [5|1|JCT] [6|5|POBJ 7|1|PUNCT]","[v|put&ZERO] [pro:dem|that] [adv|right] [adv|there] [prep|for] [pro:per|you .]"
"Alex.010512","818","Mother","[and] [some] [dirt .]","049:04.125-049:10.448","","[]","[1|3|LINK] [2|3|QUANT] [3|0|INCROOT 4|3|PUNCT]","[coord|and] [qn|some] [n|dirt .]"
"Alex.010512","819","Mother","[oh] [boy .]","049:10.448-049:11.948","","[]","[1|2|COM] [2|0|INCROOT 3|2|PUNCT]","[co|oh] [n|boy .]"
"Alex.010512","820","Mother","[you] [okay ?]","049:11.948-049:13.711","","[]","[1|2|SUBJ] [2|0|INCROOT 3|2|PUNCT]","[pro:per|you] [co|okay ?]"
"Alex.010512","821","Mother","[s'more (replacement:replacement:some more)] [dirt .]","049:13.711-049:19.463","","[]","[1|3|QUANT 2|3|QUANT] [3|0|INCROOT 4|3|PUNCT]","[qn|some qn|more] [n|dirt .]"
"Alex.010512","822","Mother","[thank] [you .]","049:19.463-049:20.528","","[]","[1|0|ROOT] [2|1|OBJ 3|1|PUNCT]","[v|thank] [pro:per|you .]"
"Alex.010512","823","Mother","[howbout (replacement:replacement:how about)] [a] [rock ?]","049:20.528-049:23.765","","[]","[1|4|LINK 2|4|JCT] [3|4|DET] [4|0|INCROOT 5|4|PUNCT]","[adv:int|how adv|about] [det:art|a] [n|rock ?]"
"Alex.010512","824","Mother","[you] [don't] [have] [a] [rock .]","049:23.765-049:25.690","","[]","[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|6|DET] [6|4|OBJ 7|4|PUNCT]","[pro:per|you] [mod|do~neg|not] [v|have] [det:art|a] [n|rock .]"
"Alex.010512","825","Mother","[here .]","049:25.690-049:28.075","","[]","[1|0|INCROOT 2|1|PUNCT]","[adv|here .]"
"Alex.010512","826","Mother","[wow] [what's] [that ?]","049:28.075-049:30.186","","[]","[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|3|PRED 5|3|PUNCT]","[co|wow] [pro:int|what~cop|be&3S] [pro:dem|that ?]"
"Alex.010512","827","Mother","[see ?]","049:30.186-049:37.655","","[]","[1|0|ROOT 2|1|PUNCT]","[v|see ?]"
"Alex.010512","828","Alex","[yyy] [yyy .]","000:00.000-000:00.000","","[]","[]","[]"
"Alex.010512","829","Mother","[no .]","049:37.655-049:45.636","","[]","[1|0|INCROOT 2|1|PUNCT]","[co|no .]"
"Alex.010512","830","Alex","[xxx .]","049:45.636-050:25.310","","silence","[]","[]"
"Alex.010512","831","Mother","[say] [hi] [Missus_Booth .]","050:25.311-050:28.045","","[]","[1|3|COM] [2|3|COM] [3|0|ROOT 4|3|PUNCT]","[co|say] [co|hi] [n:prop|Missus_Booth .]"
"Alex.010512","832","Mother","[hi] [Missus_Booth .]","050:28.045-050:31.028","","[]","[1|2|COM] [2|0|ROOT 3|2|PUNCT]","[co|hi] [n:prop|Missus_Booth .]"
"Alex.010512","833","Mother","[hi .]","050:31.028-050:34.506","","[]","[1|0|INCROOT 2|1|PUNCT]","[co|hi .]"
"Alex.010512","834","Mother","[you] [say] [hi ?]","050:34.506-050:37.715","","[]","[1|2|SUBJ] [2|0|ROOT] [3|2|COM 4|2|PUNCT]","[pro:per|you] [v|say] [co|hi ?]"
"Alex.010512","835","Mother","[hi] [Missus_Booth .]","050:37.715-050:42.411","","[]","[1|2|COM] [2|0|ROOT 3|2|PUNCT]","[co|hi] [n:prop|Missus_Booth .]"
"Alex.010512","836","Mother","[say] [hi] [to] [her .]","050:42.411-050:43.565","","[]","[1|2|COM] [2|0|INCROOT] [3|2|JCT] [4|3|POBJ 5|2|PUNCT]","[co|say] [co|hi] [prep|to] [pro:obj|her .]"
"Alex.010512","837","Alex","[yyy] [yyy .]","050:43.565-050:48.586","","[]","[]","[]"
"Alex.010512","838","Mother","[oh .]","050:48.586-050:50.216","","[]","[1|0|INCROOT 2|1|PUNCT]","[co|oh .]"
"Alex.010512","839","Mother","[the] [trees .]","050:50.216-050:51.980","","[]","[1|2|DET] [2|0|INCROOT 3|2|PUNCT]","[det:art|the] [n|tree-PL .]"
"Alex.010512","840","Mother","[one (t:t:trail off)]","050:51.980-051:02.178","","[]","[1|0|INCROOT 2|1|PUNCT]","[pro:indef|one (mt:trail off)]"
"Alex.010512","841","Mother","[two !]","051:02.178-051:03.216","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|two !]"
"Alex.010512","842","Alex","[yyy .]","051:03.216-051:09.238","","[]","[]","[]"
"Alex.010512","843","Mother","[rock .]","000:00.000-000:00.000","","[]","[1|0|INCROOT 2|1|PUNCT]","[n|rock .]"
"Alex.010512","844","Mother","[thank] [you .]","051:09.238-051:09.891","","[]","[1|0|ROOT] [2|1|OBJ 3|1|PUNCT]","[v|thank] [pro:per|you .]"
"Alex.010512","845","Mother","[say] [bye] [bye .]","051:09.891-051:12.395","","[]","[1|3|COM] [2|3|COM] [3|0|INCROOT 4|3|PUNCT]","[co|say] [co|bye] [co|bye .]"
"Alex.010512","846","Mother","[there] [she] [goes .]","051:12.395-051:16.826","","[]","[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT]","[adv|there] [pro:sub|she] [v|go-3S .]"
"Alex.010512","847","Mother","[bahroom@o .]","051:16.826-051:20.233","r@l is trilled in all occurences of this word","imitating ball bouncing","[1|0|INCROOT 2|1|PUNCT]","[on|bahroom .]"
"Alex.010512","848","Mother","[bahroom@o .]","051:20.233-051:22.085","","[]","[1|0|INCROOT 2|1|PUNCT]","[on|bahroom .]"
"Alex.010512","849","Mother","[bahroom@o .]","051:22.085-051:25.695","","[]","[1|0|INCROOT 2|1|PUNCT]","[on|bahroom .]"
"Alex.010512","850","Mother","[bahroom@o .]","051:25.696-051:30.215","","[]","[1|0|INCROOT 2|1|PUNCT]","[on|bahroom .]"
"Alex.010512","851","Alex","[yyy .]","000:00.000-000:00.000","","[]","[]","[]"
"Alex.010512","852","Mother","[bahroom@o (.)] [oh] [your] [rock .]","000:00.000-000:00.000","","[]","[1|0|INCROOT] [2|4|COM] [3|4|MOD] [4|1|ENUM 5|1|PUNCT]","[on|bahroom] [co|oh] [det:poss|your] [n|rock .]"
"Alex.010512","853","Mother","[there's] [one] [rock .]","051:30.216-051:31.156","","[]","[1|2|SUBJ 2|0|ROOT] [3|4|QUANT] [4|2|PRED 5|2|PUNCT]","[pro:exist|there~cop|be&3S] [det:num|one] [n|rock .]"
"Alex.010512","854","Mother","[one .]","051:31.156-051:34.510","","[]","[1|0|INCROOT 2|1|PUNCT]","[pro:indef|one .]"
"Alex.010512","855","Alex","[yyy .]","000:00.000-000:00.000","difficult to tell what consonant is but there's much saliva","[]","[]","[]"
"Alex.010512","856","Mother","[thank] [you .]","000:00.000-000:00.000","","[]","[1|0|ROOT] [2|1|OBJ 3|1|PUNCT]","[v|thank] [pro:per|you .]"
"Alex.010512","857","Mother","[two .]","051:34.511-051:35.235","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|two .]"
"Alex.010512","858","Mother","[oh] [it's] [getting] [windy] [Alex .]","051:35.235-051:37.325","","[]","[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|3|PRED] [5|6|MOD] [6|4|JCT 7|3|PUNCT]","[co|oh] [pro:per|it~cop|be&3S] [n:gerund|get-PRESP] [adj|wind&dn-Y] [n:prop|Alex .]"
"Alex.010512","859","Mother","[it's] [getting] [windy] [out .]","051:37.325-051:41.453","","[]","[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|PRED] [5|3|JCT 6|3|PUNCT]","[pro:per|it~aux|be&3S] [part|get-PRESP] [adj|wind&dn-Y] [adv|out .]"
"Alex.010512","860","Mother","[this] [piece ?]","051:41.453-051:45.955","","[]","[1|2|DET] [2|0|INCROOT 3|2|PUNCT]","[pro:dem|this] [n|piece ?]"
"Alex.010512","861","Alex","[yyy] [yyy .]","051:45.955-051:47.031","","[]","[]","[]"
"Alex.010512","862","Mother","[where's] [your] [sticks ?]","051:47.031-051:51.173","","[]","[1|2|LINK 2|0|ROOT] [3|4|MOD] [4|2|PRED 5|2|PUNCT]","[adv:int|where~cop|be&3S] [det:poss|your] [n|stick-PL ?]"
"Alex.010512","863","Mother","[line] [em (replacement:replacement:them)] [up] [see (.)] [one (t:t:trail off)]","051:51.173-051:54.021","","[]","[1|0|ROOT] [2|1|OBJ] [3|4|JCT] [4|1|COMP] [5|4|OBJ 6|1|PUNCT]","[v|line] [pro:obj|them] [adv|up] [v|see] [pro:indef|one (mt:trail off)]"
"Alex.010512","864","Mother","[two .]","051:54.021-051:56.263","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|two .]"
"Alex.010512","865","Mother","[three .]","051:56.263-051:57.095","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|three .]"
"Alex.010512","866","Mother","[four .]","051:57.092-052:01.355","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|four .]"
"Alex.010512","867","Alex","[yyy .]","000:00.000-000:00.000","","[]","[]","[]"
"Alex.010512","868","Mother","[five .]","000:00.000-000:00.000","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|five .]"
"Alex.010512","869","Mother","[six .]","052:01.355-052:04.323","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|six .]"
"Alex.010512","870","Mother","[seven .]","052:04.323-052:07.478","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|seven .]"
"Alex.010512","871","Mother","[eight .]","052:07.478-052:12.130","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|eight .]"
"Alex.010512","872","Mother","[nine .]","052:12.130-052:14.893","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|nine .]"
"Alex.010512","873","Alex","[{ one (?) } .]","052:14.893-052:19.473","","[]","[1|0|INCROOT 2|1|PUNCT]","[pro:indef|one .]"
"Alex.010512","874","Mother","[ten .]","052:19.473-052:20.768","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|ten .]"
"Alex.010512","875","Mother","[two .]","052:20.768-052:23.236","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|two .]"
"Alex.010512","876","Alex","[yyy .]","052:23.236-052:28.681","","[]","[]","[]"
"Alex.010512","877","Alex","[yyy .]","052:28.681-052:30.090","","[]","[]","[]"
"Alex.010512","878","Mother","[three] [four .]","052:30.090-052:31.151","","[]","[1|2|QUANT] [2|0|INCROOT 3|2|PUNCT]","[det:num|three] [det:num|four .]"
"Alex.010512","879","Alex","[yyy .]","052:31.151-052:34.846","target could be six","[]","[]","[]"
"Alex.010512","880","Mother","[five .]","052:34.846-052:35.731","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|five .]"
"Alex.010512","881","Mother","[six .]","052:35.731-052:39.505","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|six .]"
"Alex.010512","882","Alex","[yyy .]","052:39.505-052:46.060","","[]","[]","[]"
"Alex.010512","883","Alex","[yyy .]","052:46.060-052:50.015","","[]","[]","[]"
"Alex.010512","884","Mother","[seven .]","052:50.015-052:50.943","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|seven .]"
"Alex.010512","885","Alex","[yyy .]","052:50.943-052:56.253","","[]","[]","[]"
"Alex.010512","886","Alex","[yyy .]","052:56.253-053:01.008","","[]","[]","[]"
"Alex.010512","887","Alex","[yyy] [yyy .]","053:01.008-053:02.776","","[]","[]","[]"
"Alex.010512","888","Alex","[yyy] [yyy .]","053:02.776-053:04.501","","[]","[]","[]"
"Alex.010512","889","Alex","[yyy .]","053:04.501-053:07.951","initial consonant or consonant cluster difficult to discern could be tʃ","[]","[]","[]"
"Alex.010512","890","Alex","[yyy .]","053:07.951-053:19.755","","[]","[]","[]"
"Alex.010512","891","Mother","[one .]","053:19.755-053:20.681","","[]","[1|0|INCROOT 2|1|PUNCT]","[pro:indef|one .]"
"Alex.010512","892","Mother","[two .]","053:20.681-053:23.456","","[]","[1|0|INCROOT 2|1|PUNCT]","[det:num|two .]"
"Alex.010512","893","Mother","[uhoh] [wait] [a] [minute .]","053:23.456-053:30.423","","[]","[1|2|COM] [2|0|ROOT] [3|4|DET] [4|2|OBJ 5|2|PUNCT]","[co|uhoh] [v|wait] [det:art|a] [n|minute .]"
"Alex.010512","894","Mother","[wait] [wait] [wait] [wait] [wait .]","053:30.423-053:31.945","","[]","[1|3|COM] [2|3|COM] [3|5|COM] [4|5|COM] [5|0|ROOT 6|5|PUNCT]","[co|wait] [co|wait] [co|wait] [co|wait] [co|wait .]"
"Alex.010512","895","Alex","[yyy .]","053:31.945-053:33.855","","[]","[]","[]"
"Alex.010512","896","Mother","[wait] [a] [minute .]","000:00.000-000:00.000","","[]","[1|0|ROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT]","[v|wait] [det:art|a] [n|minute .]"
"Alex.010512","897","Mother","[Mommy] [fix] [this .]","053:33.855-053:36.883","","[]","[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT]","[n:prop|Mommy] [v|fix] [pro:dem|this .]"
"Alex.010512","898","Mother","[broke .]","053:36.883-053:39.230","","[]","[1|0|INCROOT 2|1|PUNCT]","[adj|broke .]"
"Alex.010512","899","Mother","[okay] [all] [better .]","053:39.230-053:43.395","","[]","[1|3|COM] [2|3|JCT] [3|0|ROOT 4|3|PUNCT]","[co|okay] [adv|all] [adj|good&CP .]"
"Alex.010512","900","Mother","[all] [set .]","053:43.395-053:44.386","","[]","[1|2|QUANT] [2|0|INCROOT 3|2|PUNCT]","[qn|all] [n|set .]"
"Alex.010512","901","Mother","[gonna] [go] [for] [a] [walk ?]","053:44.386-053:46.185","","[]","[1|2|AUX] [2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ 6|2|PUNCT]","[mod:aux|gonna] [v|go] [prep|for] [det:art|a] [n|walk ?]"
"Alex.010512","902","Mother","[where] [we] [goin (replacement:replacement:going)] [now ?]","053:46.185-053:50.698","","[]","[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT 5|3|PUNCT]","[adv:int|where] [pro:sub|we] [part|go-PRESP] [adv|now ?]"
"Alex.010512","903","Mother","[careful .]","053:50.698-053:53.318","","[]","[1|0|INCROOT 2|1|PUNCT]","[co|careful .]"
"Alex.010512","904","Mother","[what] [about] [your] [bat ?]","053:53.318-054:13.516","","[]","[1|4|LINK] [2|4|JCT] [3|4|MOD] [4|0|INCROOT 5|4|PUNCT]","[pro:int|what] [adv|about] [det:poss|your] [n|bat ?]"
"Alex.010512","905","Mother","[do] [you] [want (.)] [to] [get] [your] [rake] [where's] [your] [rake] [go] [get] [your] [rake .]","054:13.516-054:23.483","","[]","[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|INF] [5|3|XCOMP] [6|7|MOD] [7|5|OBJ] [8|13|LINK 9|13|AUX] [10|11|MOD] [11|13|SUBJ] [12|13|SRL] [13|7|CMOD] [14|15|MOD] [15|13|OBJ 16|3|PUNCT]","[mod|do] [pro:per|you] [v|want] [inf|to] [v|get] [det:poss|your] [n|rake] [pro:rel|where~aux|be&3S] [det:poss|your] [n|rake] [v|go] [v|get] [det:poss|your] [n|rake .]"
"Alex.010512","906","Mother","[dust] [your] [hands .]","054:23.483-054:44.835","","[]","[1|0|ROOT] [2|3|MOD] [3|1|OBJ 4|1|PUNCT]","[v|dust] [det:poss|your] [n|hand-PL .]"
"Alex.010512","907","Mother","[good] [boy .]","054:44.835-054:47.298","","[]","[1|2|MOD] [2|0|INCROOT 3|2|PUNCT]","[adj|good] [n|boy .]"
