"Session:Name","Record #","Speaker:Name","Orthography","Segment","Notes","situation","GRASP","Morphology"
"Alex.010512","633","AD2","[oh] [g'head (replacement:replacement:go ahead)]","039:21.619-039:22.025","","","[1|2|COM] [2|0|ROOT 3|2|JCT 4|6|SUBJ 5|6|AUX 6|2|COMP 7|6|OBJ 8|13|SRL 9|8|JCT 10|8|JCT 11|12|SUBJ 12|13|SRL 13|6|XCOMP 14|15|SUBJ 15|13|COMP 16|19|JCT 17|18|QUANT 18|19|SUBJ 19|15|COMP 20|2|PUNCT]","[co|oh] [v|go adv|ahead pro:per|you mod:aux|wanna v|turn pro:per|it v|go adv|ahead adv|there pro:sub|we v|go v|turn pro:per|it v|turn pro:per|it det:num|one n|time v|wait (mt:trail off)]"
"Alex.010512","634","AD2","[you wanna turn it]","039:22.038-039:22.515","","","[]","[]"
"Alex.010512","635","AD2","[g'head (replacement:replacement:go ahead)]","039:22.542-039:23.127","","","[]","[]"
"Alex.010512","636","AD2","[there we go]","039:23.130-039:23.502","","","[]","[]"
"Alex.010512","637","AD2","[turn it]","039:23.787-039:24.223","","","[]","[]"
"Alex.010512","638","AD2","[turn it one time]","039:24.264-039:24.788","","","[]","[]"
"Alex.010512","639","AD2","[wait (t:t:trail off)]","039:24.819-039:25.012","","","[]","[]"
"Alex.010512","640","Mother","[and] [I'm] [goin (replacement:replacement:going)] [to] [one (.)]","039:22.090-039:23.053","","","[1|4|LINK] [2|4|SUBJ 3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|9|QUANT 7|9|SUBJ 8|9|AUX 9|5|POBJ 10|9|JCT 11|12|QUANT 12|10|POBJ 13|12|PQ 14|4|PUNCT]","[coord|and] [pro:sub|I~aux|be&1S] [part|go-PRESP] [prep|to] [det:num|one pro:sub|I~aux|be&1S part|go-PRESP prep|to det:num|one adv:tem|tonight post|too .]"
"Alex.010512","641","Mother","[I'm goin (replacement:replacement:going) (.) to one tonight too .]","039:23.092-039:25.269","","","[]","[]"
"Alex.010512","642","AD2","[you] [got] [it (.)]","039:25.298-039:25.750","","","[1|2|SUBJ] [2|5|CJCT] [3|2|OBJ 4|5|SUBJ 5|0|ROOT 6|5|OBJ 7|5|PUNCT]","[pro:per|you] [v|get&PAST] [pro:per|it pro:per|you v|get&PAST pro:obj|me ?]"
"Alex.010512","643","AD2","[you got me ?]","039:26.415-039:27.086","","","[]","[]"
"Alex.010512","644","AD2","[wait] [does] [it] [look] [better] [like] [this ?]","039:29.148-039:30.646","","","[1|4|COM] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|5|JCT] [7|6|POBJ 8|4|PUNCT]","[co|wait] [mod|do&3S] [pro:per|it] [v|look] [adj|good&CP] [prep|like] [pro:dem|this ?]"
"Alex.010512","645","AD2","[or] [like] [that (.)]","039:32.442-039:32.946","","","[1|7|LINK] [2|7|COM] [3|7|COM 4|7|LINK 5|6|AUX 6|7|DET 7|0|INCROOT 8|7|PUNCT]","[coord|or] [co|like] [det:dem|that adv:int|how mod|do&3S pro:dem|that co|look ?]"
"Alex.010512","646","AD2","[how does that look ?]","039:32.966-039:33.840","","","[]","[]"
"Alex.010512","647","AD2","[pay] [attention] [now]","039:34.055-039:34.735","","","[1|0|ROOT] [2|1|OBJ] [3|4|JCT 4|1|COMP 5|1|PUNCT]","[v|pay] [n|attention] [adv|now v|look .]"
"Alex.010512","648","AD2","[look .]","039:34.756-039:35.346","","","[]","[]"
"Alex.010512","649","AD2","[see] [like] [this (.)] [up] [here .]","039:35.511-039:36.817","","","[1|0|ROOT] [2|1|JCT] [3|2|POBJ] [4|3|JCT] [5|4|POBJ 6|1|PUNCT]","[v|see] [prep|like] [pro:dem|this] [adv|up] [adv|here .]"
"Alex.010512","650","AD2","[over] [here .]","039:36.931-039:37.753","","","[1|2|JCT] [2|0|INCROOT 3|2|PUNCT]","[adv|over] [adv|here .]"
"Alex.010512","651","AD2","[ah] [g'head (replacement:replacement:go ahead)] [ah .]","039:37.777-039:39.411","","","[1|2|COM] [2|0|ROOT 3|2|JCT] [4|2|COM 5|2|PUNCT]","[co|ah] [v|go adv|ahead] [co|ah .]"
"Alex.010512","652","AD2","[alright] [I] [gotta] [go .]","039:39.411-039:40.701","","","[1|4|LINK] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT 5|4|PUNCT]","[adj|alright] [pro:sub|I] [mod:aux|gotta] [v|go .]"
"Alex.010512","653","AD2","[see] [ya's (replacement:replacement:you)] [all] [later .]","039:40.701-039:41.798","","","[1|0|ROOT] [2|1|OBJ] [3|4|JCT] [4|1|JCT 5|1|PUNCT]","[v|see] [pro:per|you] [adv|all] [adv|later .]"
"Alex.010512","654","Mother","[say] [bye .]","039:41.812-039:42.499","","","[1|2|COM] [2|0|INCROOT 3|2|PUNCT]","[co|say] [co|bye .]"
"Alex.010512","655","Camera Operator","[bye .]","039:44.595-039:46.595","","","[1|0|INCROOT 2|1|PUNCT]","[co|bye .]"
"Alex.010512","656","Camera Operator","[bye .]","039:42.595-039:44.418","","","[1|0|INCROOT 2|1|PUNCT]","[co|bye .]"
"Alex.010512","657","AD2","[bye] [bye] [take] [care]","039:44.418-039:46.918","","","[1|3|COM] [2|3|COM] [3|0|ROOT] [4|3|OBJ 5|3|JCT 6|5|OBJ 7|6|OBJ 8|3|PUNCT]","[co|bye] [co|bye] [v|take] [n|care adj|nice n:gerund|meet-PRESP pro:per|you .]"
"Alex.010512","658","AD2","[nice meeting ya (replacement:replacement:you) .]","039:46.951-039:49.418","","","[]","[]"
"Alex.010512","659","Mother","[say] [bye] [Alex .]","039:43.016-039:44.057","","","[1|3|COM] [2|3|COM] [3|0|ROOT 4|3|PUNCT]","[co|say] [co|bye] [n:prop|Alex .]"
"Alex.010512","660","Mother","[bye] [xxx] [see] [ya (replacement:replacement:you)] [later .]","039:44.608-039:45.411","","Manuela says something at the same time but cannot hear","[1|2|COM] [] [2|0|ROOT] [3|2|OBJ] [4|2|JCT 5|2|PUNCT]","[co|bye] [] [v|see] [pro:per|you] [adv|later .]"
"Alex.010512","661","Mother","[say] [bye .]","039:46.779-039:47.506","","","[1|2|COM] [2|0|INCROOT 3|2|PUNCT]","[co|say] [co|bye .]"
"Alex.010512","662","Mother","[say] [bye .]","039:48.418-039:49.246","","","[1|2|COM] [2|0|INCROOT 3|2|PUNCT]","[co|say] [co|bye .]"
"Alex.010512","663","Mother","[say] [bye] [bye .]","039:51.092-039:51.902","","","[1|3|COM] [2|3|COM] [3|0|INCROOT 4|3|PUNCT]","[co|say] [co|bye] [co|bye .]"
"Alex.010512","664","Camera Operator","[Alex] [doesn't] [like] [it .]","039:52.168-039:53.365","","","[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT]","[n:prop|Alex] [mod|do&3S~neg|not] [v|like] [pro:per|it .]"
"Alex.010512","665","Camera Operator","[what] [just] [happened ?]","039:53.850-039:57.898","","xxx and Manuela speaking as if they were CHI","[1|3|LINK] [2|3|JCT] [3|0|ROOT 4|3|PUNCT]","[pro:int|what] [adv|just] [part|happen-PASTP ?]"
"Alex.010512","666","Mother","[see] [he] [left] [me (.)] [he] [left] [me .]","000:00.000-000:00.000","","[]","[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|6|SUBJ] [6|3|COMP] [7|6|OBJ 8|3|PUNCT]","[v|see] [pro:sub|he] [v|leave&PAST] [pro:obj|me] [pro:sub|he] [v|leave&PAST] [pro:obj|me .]"
"Alex.010512","667","Mother","[usually] [he] [stays] [all] [day .]","039:57.898-039:59.056","","[]","[1|3|JCT] [2|3|SUBJ] [3|0|ROOT] [4|5|QUANT] [5|3|PRED 6|3|PUNCT]","[adv|usual&dadj-LY] [pro:sub|he] [cop|stay-3S] [qn|all] [n|day .]"
"Alex.010512","668","Mother","[he] [left] [me .]","039:59.056-040:00.121","","[]","[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT]","[pro:sub|he] [v|leave&PAST] [pro:obj|me .]"
"Alex.010512","669","Mother","[oh] [you] [want] [Mommy] [help] [you ?]","040:00.121-040:04.190","","[]","[1|3|COM] [2|3|SUBJ] [3|0|ROOT] [4|5|SUBJ] [5|3|COMP] [6|5|OBJ 7|3|PUNCT]","[co|oh] [pro:per|you] [v|want] [n:prop|Mommy] [v|help] [pro:per|you ?]"
"Alex.010512","670","Mother","[thank] [you] [this] [is] [where] [we] [dig] [over] [here (.)] [look .]","040:04.190-040:07.821","","[]","[1|4|LINK] [2|1|OBJ] [3|4|SUBJ] [4|0|ROOT] [5|7|LINK] [6|7|SUBJ] [7|4|CMOD] [8|7|JCT] [9|10|JCT] [10|7|JCT 11|4|PUNCT]","[v|thank] [pro:per|you] [pro:dem|this] [cop|be&3S] [pro:rel|where] [pro:sub|we] [v|dig] [adv|over] [adv|here] [v|look .]"
"Alex.010512","671","Mother","[you] [can] [put] [the] [car] [in] [there] [too .]","040:07.821-040:10.433","","[]","[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|3|JCT] [7|6|POBJ] [8|7|PQ 9|3|PUNCT]","[pro:per|you] [mod|can] [v|put&ZERO] [det:art|the] [n|car] [prep|in] [adv|there] [post|too .]"
"Alex.010512","672","Mother","[see ?]","040:10.433-040:11.425","","[]","[1|0|ROOT 2|1|PUNCT]","[v|see ?]"
"Alex.010512","673","Mother","[and] [you] [can] [drive] [the] [car .]","040:11.425-040:13.356","","[]","[1|4|LINK] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|6|DET] [6|4|OBJ 7|4|PUNCT]","[coord|and] [pro:per|you] [mod|can] [v|drive] [det:art|the] [n|car .]"
"Alex.010512","674","Alex","[yyy] [yyy] [yyy] [yyy .]","040:13.356-040:19.385","","[]","[]","[]"
"Alex.010512","675","Mother","[okay] [thank] [you .]","040:19.385-040:20.443","","[]","[1|2|COM] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT]","[co|okay] [v|thank] [pro:per|you .]"
"Alex.010512","676","Mother","[oops] [there] [you] [go (.)] [ready ?]","040:20.443-040:23.490","","[]","[1|4|COM] [2|4|JCT] [3|4|SUBJ] [4|0|ROOT] [5|4|PRED 6|4|PUNCT]","[co|oops] [adv|there] [pro:per|you] [v|go] [adj|ready ?]"
"Alex.010512","677","Mother","[raking] [the] [yard .]","040:23.490-040:26.431","","[]","[1|0|INCROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT]","[part|rake-PRESP] [det:art|the] [n|yard .]"
"Alex.010512","678","Mother","[raking] [the] [yard .]","040:26.431-040:28.175","","[]","[1|0|INCROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT]","[part|rake-PRESP] [det:art|the] [n|yard .]"
"Alex.010512","679","Mother","[cleaning] [the] [yard .]","040:28.175-040:31.286","","[]","[1|0|INCROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT]","[part|clean-PRESP] [det:art|the] [n|yard .]"
"Alex.010512","680","Mother","[raking] [the] [yard] [bawp@o] [bawp@o] [bawp@o] [bawp@o] [bawp@o] [bawp@o .]","040:31.286-040:35.200","","[]","[1|0|INCROOT] [2|3|DET] [3|1|OBJ] [4|3|CONJ] [5|4|COORD] [6|5|CONJ] [7|6|COORD] [8|7|CONJ] [9|8|COORD 10|1|PUNCT]","[part|rake-PRESP] [det:art|the] [n|yard] [on|bawp] [on|bawp] [on|bawp] [on|bawp] [on|bawp] [on|bawp .]"
"Alex.010512","681","Mother","[okay] [put] [the] [car .]","040:35.200-040:36.990","","[]","[1|2|COM] [2|0|ROOT] [3|4|DET] [4|2|OBJ 5|2|PUNCT]","[co|okay] [v|put&ZERO] [det:art|the] [n|car .]"
"Alex.010512","682","Mother","[uhoh .]","040:36.990-040:41.690","","[]","[1|0|INCROOT 2|1|PUNCT]","[co|uhoh .]"
"Alex.010512","683","Mother","[that] [gate] [keeps] [falling .]","040:41.690-040:43.956","","[]","[1|2|DET] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT]","[pro:dem|that] [n|gate] [v|keep-3S] [part|fall-PRESP .]"
"Alex.010512","684","Mother","[ha ?]","040:43.956-040:45.428","","[]","[1|0|INCROOT 2|1|PUNCT]","[co|ha ?]"
"Alex.010512","685","Mother","[that] [gate] [keeps] [falling .]","040:45.428-040:47.525","","[]","[1|2|DET] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT]","[pro:dem|that] [n|gate] [v|keep-3S] [part|fall-PRESP .]"
"Alex.010512","686","Mother","[Daddy] [has] [to] [fix] [this] [gate .]","040:47.525-040:52.166","","[]","[1|4|SUBJ] [2|4|AUX] [3|4|INF] [4|0|ROOT] [5|6|DET] [6|4|OBJ 7|4|PUNCT]","[n:prop|Daddy] [aux|have&3S] [inf|to] [v|fix] [pro:dem|this] [n|gate .]"
"Alex.010512","687","Mother","[oh] [get] [off] [that] [honey .]","040:52.166-041:02.293","","[]","[1|2|COM] [2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ 6|2|PUNCT]","[co|oh] [v|get] [prep|off] [pro:dem|that] [n|honey .]"
"Alex.010512","688","Mother","[good] [boy .]","041:02.293-041:03.091","","[]","[1|2|MOD] [2|0|INCROOT 3|2|PUNCT]","[adj|good] [n|boy .]"
"Alex.010512","689","Mother","[no] [you] [can't] [go] [that] [way] [this] [way .]","041:03.091-041:04.443","","[]","[1|5|COM] [2|5|SUBJ] [3|5|AUX 4|3|NEG] [5|0|ROOT] [6|7|DET] [7|5|OBJ] [8|9|DET] [9|7|OBJ 10|5|PUNCT]","[co|no] [pro:per|you] [mod|can~neg|not] [v|go] [pro:dem|that] [n|way] [pro:dem|this] [n|way .]"
"Alex.010512","690","Mother","[go] [the] [other] [way .]","041:04.443-041:05.658","","[]","[1|0|ROOT] [2|4|DET] [3|4|QUANT] [4|1|OBJ 5|1|PUNCT]","[v|go] [det:art|the] [qn|other] [n|way .]"
"Alex.010512","691","Mother","[go] [that] [way .]","041:05.658-041:06.731","","[]","[1|0|ROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT]","[v|go] [pro:dem|that] [n|way .]"
"Alex.010512","692","Mother","[go] [around .]","041:06.731-041:08.091","","[]","[1|0|ROOT] [2|1|JCT 3|1|PUNCT]","[v|go] [adv|around .]"
"Alex.010512","693","Mother","[this] [way .]","041:08.091-041:08.836","","[]","[1|2|DET] [2|0|INCROOT 3|2|PUNCT]","[pro:dem|this] [n|way .]"
"Alex.010512","694","Mother","[this] [way .]","041:08.836-041:10.496","","[]","[1|2|DET] [2|0|INCROOT 3|2|PUNCT]","[pro:dem|this] [n|way .]"
"Alex.010512","695","Mother","[this] [way .]","041:10.496-041:11.640","","[]","[1|2|DET] [2|0|INCROOT 3|2|PUNCT]","[pro:dem|this] [n|way .]"
"Alex.010512","696","Mother","[good] [boy .]","041:11.640-041:13.725","","[]","[1|2|MOD] [2|0|INCROOT 3|2|PUNCT]","[adj|good] [n|boy .]"
"Alex.010512","697","Mother","[how's] [that ?]","041:13.725-041:26.850","","","[1|3|LINK 2|3|AUX] [3|0|INCROOT 4|3|PUNCT]","[adv:int|how~aux|be&3S] [pro:dem|that ?]"
"Alex.010512","698","Mother","[how's] [that ?]","041:26.850-041:29.183","","[]","[1|3|LINK 2|3|AUX] [3|0|INCROOT 4|3|PUNCT]","[adv:int|how~aux|be&3S] [pro:dem|that ?]"
"Alex.010512","699","Mother","[is] [that] [good ?]","041:29.183-041:31.315","","[]","[1|0|ROOT] [2|1|SUBJ] [3|1|PRED 4|1|PUNCT]","[cop|be&3S] [pro:dem|that] [adj|good ?]"
"Alex.010512","700","Mother","[are] [you] [tired ?]","041:31.315-041:33.820","","[]","[1|3|LINK] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT]","[cop|be&PRES] [pro:per|you] [v|tire-PAST ?]"
"Alex.010512","701","Mother","[ha ?]","041:33.820-041:36.146","","[]","[1|0|INCROOT 2|1|PUNCT]","[co|ha ?]"
"Alex.010512","702","Mother","[what] [honey ?]","041:36.146-041:41.690","","[]","[1|2|MOD] [2|0|INCROOT 3|2|PUNCT]","[pro:int|what] [n|honey ?]"
"Alex.010512","703","Alex","[yyy .]","041:41.690-041:46.593","difficult to transcribe babbling before and after","[]","[]","[]"
"Alex.010512","704","Mother","[okay .]","000:00.000-000:00.000","","[]","[1|0|INCROOT 2|1|PUNCT]","[co|okay .]"
"Alex.010512","705","Mother","[here] [you] [are .]","041:46.593-041:47.303","","[]","[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT]","[adv|here] [pro:per|you] [cop|be&PRES .]"
"Alex.010512","706","Mother","[alright] [g'head (replacement:replacement:go ahead) .]","041:47.303-041:51.973","","[]","[1|2|COM] [2|0|ROOT 3|2|JCT 4|2|PUNCT]","[co|alright] [v|go adv|ahead .]"
"Alex.010512","707","Mother","[there .]","041:51.973-041:57.251","","[]","[1|0|INCROOT 2|1|PUNCT]","[adv|there .]"
"Alex.010512","708","Mother","[what's] [this] [over] [here ?]","041:57.251-042:02.585","","[]","[1|2|LINK 2|0|ROOT] [3|2|PRED] [4|3|JCT] [5|3|JCT 6|2|PUNCT]","[pro:int|what~cop|be&3S] [pro:dem|this] [adv|over] [adv|here ?]"
"Alex.010512","709","Mother","[what's] [that ?]","042:02.585-042:05.620","","[]","[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT]","[pro:int|what~cop|be&3S] [pro:dem|that ?]"
"Alex.010512","710","Alex","[yyy] [yyy .]","042:05.620-042:19.518","","[]","[]","[]"
"Alex.010512","711","Mother","[yeah] [but] [that] [has] [to (.)] [Daddy] [has] [to] [clean] [that] [out] [and] [throw] [it] [in] [the] [trash .]","000:00.000-000:00.000","","[]","[1|4|COM] [2|4|LINK] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|5|POBJ] [7|6|INCROOT] [8|7|JCT] [9|8|POBJ] [10|9|COORD] [11|10|JCT] [12|10|CONJ] [13|12|COORD] [14|13|OBJ] [15|13|JCT] [16|17|DET] [17|15|POBJ 18|7|PUNCT]","[co|yeah] [conj|but] [pro:dem|that] [v|have&3S] [prep|to] [n:prop|Daddy] [aux|have&3S] [prep|to] [adj|clean] [det:dem|that] [adv|out] [coord|and] [v|throw] [pro:per|it] [prep|in] [det:art|the] [n|trash .]"
"Alex.010512","712","Mother","[it's] [no] [good] [anymore .]","042:19.518-042:20.573","","[]","[1|2|SUBJ 2|0|ROOT] [3|4|QUANT] [4|2|PRED] [5|2|JCT 6|2|PUNCT]","[pro:per|it~aux|be&3S] [qn|no] [adj|good] [adv|anymore .]"
"Alex.010512","713","Mother","[go] [this] [way .]","042:20.573-042:22.441","","[]","[1|0|ROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT]","[v|go] [pro:dem|this] [n|way .]"
"Alex.010512","714","Mother","[it's] [no] [good .]","042:22.441-042:24.510","","[]","[1|2|SUBJ 2|0|ROOT] [3|4|QUANT] [4|2|PRED 5|2|PUNCT]","[pro:per|it~aux|be&3S] [qn|no] [adj|good .]"
"Alex.010512","715","Alex","[yyy] [yyy .]","042:24.510-042:31.033","","[]","[]","[]"
"Alex.010512","716","Alex","[yyy .]","042:31.033-042:34.886","saliva on the k","[]","[]","[]"
"Alex.010512","717","Alex","[yyy .]","042:34.886-042:39.281","","[]","[]","[]"
"Alex.010512","718","Camera Operator","[you] [gonna] [give] [me] [a] [shovel ?]","042:39.281-042:40.630","","[]","[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|6|DET] [6|3|OBJ 7|3|PUNCT]","[pro:per|you] [mod:aux|gonna] [v|give] [pro:obj|me] [det:art|a] [n|shovel ?]"
"Alex.010512","719","Mother","[a] [shovel .]","000:00.000-000:00.000","","[]","[1|2|DET] [2|0|INCROOT 3|2|PUNCT]","[det:art|a] [n|shovel .]"
"Alex.010512","720","Camera Operator","[thank] [you] [for] [the] [shovel .]","042:40.630-042:42.688","","[]","[1|0|ROOT] [2|1|OBJ] [3|1|JCT] [4|5|DET] [5|3|POBJ 6|1|PUNCT]","[v|thank] [pro:per|you] [prep|for] [det:art|the] [n|shovel .]"
"Alex.010512","721","Mother","[wow] [two .]","042:42.688-042:54.620","","[]","[1|2|COM] [2|0|ROOT 3|2|PUNCT]","[co|wow] [det:num|two .]"
"Alex.010512","722","Camera Operator","[you're] [strong .]","042:54.620-042:56.495","","[]","[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT]","[pro:per|you~cop|be&PRES] [adj|strong .]"
"Alex.010512","723","Mother","[wow .]","042:56.495-043:01.973","","[]","[1|0|INCROOT 2|1|PUNCT]","[co|wow .]"
"Alex.010512","724","Alex","[yyy] [yyy .]","043:01.973-043:04.891","","[]","[]","[]"
"Alex.010512","725","Mother","[here's] [your] [other] [one .]","000:00.000-000:00.000","","[]","[1|2|SUBJ 2|0|ROOT] [3|5|MOD] [4|5|QUANT] [5|2|PRED 6|2|PUNCT]","[pro:exist|here~cop|be&3S] [det:poss|your] [qn|other] [pro:indef|one .]"
"Alex.010512","726","Mother","[oh] [isn't] [this] [nice ?]","043:04.891-043:13.356","","[]","[1|2|SUBJ] [2|0|ROOT 3|2|NEG] [4|5|DET] [5|2|PRED 6|2|PUNCT]","[co|oh] [cop|be&3S~neg|not] [pro:dem|this] [adj|nice ?]"
"Alex.010512","727","Mother","[go] [get] [the] [shovel] [where's] [the] [shovel ?]","043:13.356-043:20.715","","[]","[1|2|SRL] [2|0|ROOT] [3|4|DET] [4|2|OBJ] [5|6|LINK 6|4|XMOD] [7|8|DET] [8|6|PRED 9|2|PUNCT]","[v|go] [v|get] [det:art|the] [n|shovel] [adv:int|where~cop|be&3S] [det:art|the] [n|shovel ?]"
"Alex.010512","728","Mother","[you] [see] [it ?]","043:20.715-043:22.115","","[]","[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT]","[pro:per|you] [v|see] [pro:per|it ?]"
"Alex.010512","729","Mother","[where] [is] [it] [it's] [over] [there .]","043:22.115-043:24.030","","[]","[1|5|LINK] [2|5|AUX] [3|5|SUBJ] [4|5|SUBJ 5|0|ROOT] [6|5|JCT] [7|5|JCT 8|5|PUNCT]","[adv:int|where] [aux|be&3S] [pro:per|it] [pro:per|it~cop|be&3S] [adv|over] [adv|there .]"
"Alex.010512","730","Mother","[you] [want] [the] [rake ?]","043:24.030-043:25.018","","[]","[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|2|OBJ 5|2|PUNCT]","[pro:per|you] [v|want] [det:art|the] [n|rake ?]"
"Alex.010512","731","Mother","[g'head (replacement:replacement:go ahead)] [can] [you] [rake ?]","043:25.018-043:26.278","","[]","[1|5|SUBJ 2|1|JCT] [3|5|AUX] [4|5|SUBJ] [5|0|ROOT 6|5|PUNCT]","[v|go adv|ahead] [mod|can] [pro:per|you] [v|rake ?]"
"Alex.010512","732","Mother","[show] [Mommy] [raking] [the] [yard .]","043:26.278-043:28.555","","[]","[1|0|INCROOT] [2|1|XMOD] [3|2|XJCT] [4|5|DET] [5|3|OBJ 6|1|PUNCT]","[n|show] [n:prop|Mommy] [part|rake-PRESP] [det:art|the] [n|yard .]"
"Alex.010512","733","Mother","[be] [careful .]","043:28.555-043:46.046","","[]","[1|0|ROOT] [2|1|PRED 3|1|PUNCT]","[cop|be] [adj|care&dn-FULL .]"
"Alex.010512","734","Mother","[blue] [red .]","043:46.046-043:58.718","","[]","[1|2|MOD] [2|0|INCROOT 3|2|PUNCT]","[adj|blue] [n|red .]"
"Alex.010512","735","Mother","[what's] [the] [matter ?]","043:58.718-044:08.653","","[]","[1|4|LINK 2|4|AUX] [3|4|DET] [4|0|ROOT 5|4|PUNCT]","[pro:int|what~aux|be&3S] [det:art|the] [v|matter ?]"
"Alex.010512","736","Mother","[d'you (replacement:replacement:do you)] [wanna] [show] [me ?]","044:08.653-044:11.366","","[]","[1|4|AUX 2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT]","[mod|do pro:per|you] [mod:aux|wanna] [v|show] [pro:obj|me ?]"
"Alex.010512","737","Mother","[are] [you] [tired .]","044:11.366-044:13.083","","[]","[1|3|LINK] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT]","[cop|be&PRES] [pro:per|you] [v|tire-PAST .]"
"Alex.010512","738","Alex","[yyy] [yyy] [yyy .]","044:13.083-044:15.945","","[]","[]","[]"
"Alex.010512","739","Mother","[tell] [Mommy .]","044:15.945-044:16.756","","[]","[1|0|ROOT] [2|1|OBJ 3|1|PUNCT]","[v|tell] [n:prop|Mommy .]"
"Alex.010512","740","Mother","[microphone .]","044:16.756-044:18.443","","[]","[1|0|INCROOT 2|1|PUNCT]","[n|microphone .]"
"Alex.010512","741","Mother","[that's] [a] [microphone .]","044:18.443-044:21.010","","[]","[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT]","[pro:dem|that~cop|be&3S] [det:art|a] [n|microphone .]"
"Alex.010512","742","Mother","[I] [love] [you .]","044:21.010-044:22.483","","[]","[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT]","[pro:sub|I] [v|love] [pro:per|you .]"
"Alex.010512","743","Alex","[yyy] [yyy] [yyy .]","044:22.483-044:27.363","","[]","[]","[]"
"Alex.010512","744","Mother","[where's] [the] [ball ?]","044:27.363-044:40.356","","[]","[1|2|LINK 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT]","[adv:int|where~cop|be&3S] [det:art|the] [n|ball ?]"
"Alex.010512","745","Mother","[where'd (replacement:replacement:where did)] [the] [ball] [go ?]","044:40.356-044:41.810","","[]","[1|2|LINK 2|0|ROOT] [3|4|DET] [4|5|SUBJ] [5|2|COMP 6|2|PUNCT]","[pro:rel|where v|do&PAST] [det:art|the] [n|ball] [v|go ?]"
"Alex.010512","746","Mother","[I] [can't] [find] [it .]","044:41.810-044:52.351","","[]","[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT]","[pro:sub|I] [mod|can~neg|not] [v|find] [pro:per|it .]"
"Alex.010512","747","Mother","[where'd (replacement:replacement:where did)] [it] [go ?]","044:52.351-044:58.398","","[]","[1|4|LINK 2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT]","[adv:int|where mod|do&PAST] [pro:per|it] [v|go ?]"
"Alex.010512","748","Mother","[do] [you] [see] [it ?]","044:58.398-045:05.658","","[]","[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT]","[mod|do] [pro:per|you] [v|see] [pro:per|it ?]"
"Alex.010512","749","Alex","[yyy .]","045:05.658-045:07.688","","[]","[]","[]"
"Alex.010512","750","Mother","[can] [you] [find] [it .]","000:00.000-000:00.000","","[]","[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT]","[mod|can] [pro:per|you] [v|find] [pro:per|it .]"
"Alex.010512","751","Mother","[I] [don't] [know .]","045:07.688-045:14.635","","[]","[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT 5|4|PUNCT]","[pro:sub|I] [mod|do~neg|not] [v|know .]"
"Alex.010512","752","Mother","[where] [did] [it] [go ?]","045:14.635-045:16.556","","[]","[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT]","[adv:int|where] [mod|do&PAST] [pro:per|it] [v|go ?]"
"Alex.010512","753","Alex","[yyy] [yyy .]","045:16.556-045:26.885","","[]","[]","[]"
