,Unnamed: 0,Unnamed: 0.1,Session:Name,Record #,Speaker,Orthography,Segment,Notes,situation,Session,start_time,end_time,start_seconds,end_seconds,pre_utt,pre_speaker,post_starttime,post_utt,post_speaker,pause_after,SpeechAct,ClauseType,comments
1128,1128,1128,Alex.030516,1129,Alex,yyy the squirrels .,033:59.897-034:02.055,,[],Alex030516,033:59.897,034:02.055,2039.897,2042.055,xxx xxx xxx .,Father,2042.055,yyy yyy .,Alex,0.0,,,
1129,1129,1129,Alex.030516,1130,Alex,yyy yyy .,034:02.055-034:03.083,,[],Alex030516,034:02.055,034:03.083,2042.055,2043.083,yyy the squirrels .,Alex,2043.083,thank you .,Mother,0.0,,,
1130,1130,1130,Alex.030516,1131,Mother,thank you .,034:03.083-034:03.912,,[],Alex030516,034:03.083,034:03.912,2043.083,2043.912,yyy yyy .,Alex,2043.912,yyy Mommy .,Alex,0.0,,,
1131,1131,1131,Alex.030516,1132,Alex,yyy Mommy .,034:03.912-034:05.270,,[],Alex030516,034:03.912,034:05.270,2043.912,2045.27,thank you .,Mother,2045.27,xxx .,Alex,0.0,,,
1132,1132,1132,Alex.030516,1133,Alex,xxx .,034:05.270-034:09.225,,grunting,Alex030516,034:05.270,034:09.225,2045.27,2049.225,yyy Mommy .,Alex,2049.225,will you fix <th>em please ?,Alex,0.0,,,
1133,1133,1133,Alex.030516,1134,Alex,will you fix <th>em please ?,034:09.225-034:11.836,,[],Alex030516,034:09.225,034:11.836,2049.225,2051.836,xxx .,Alex,2051.836,we<ll> you can do it too .,Mother,0.0,,,
1134,1134,1134,Alex.030516,1135,Mother,we<ll> you can do it too .,034:11.836-034:15.431,,[],Alex030516,034:11.836,034:15.431,2051.836,2055.431,will you fix <th>em please ?,Alex,2055.431,hi xxx .,Alex,0.0,,,
1135,1135,1135,Alex.030516,1136,Alex,hi xxx .,034:15.431-034:17.445,,[],Alex030516,034:15.431,034:17.445,2055.431,2057.445,we<ll> you can do it too .,Mother,2057.445,come on .,Alex,0.0,,,
1136,1136,1136,Alex.030516,1137,Alex,come on .,034:17.445-034:18.544,,[],Alex030516,034:17.445,034:18.544,2057.445,2058.544,hi xxx .,Alex,2058.544,let's go have some .,Alex,0.0,,,
1137,1137,1137,Alex.030516,1138,Alex,let's go have some .,034:18.544-034:20.032,,[],Alex030516,034:18.544,034:20.032,2058.544,2060.032,come on .,Alex,2060.032,yyy .,Alex,0.0,,,
1138,1138,1138,Alex.030516,1139,Alex,yyy .,034:20.032-034:21.313,,[],Alex030516,034:20.032,034:21.313,2060.032,2061.313,let's go have some .,Alex,2061.313,there .,Mother,0.0,,,
1139,1139,1139,Alex.030516,1140,Mother,there .,034:21.313-034:22.600,,[],Alex030516,034:21.313,034:22.600,2061.313,2062.6,yyy .,Alex,2062.6,how's that look ?,Mother,0.0,,,
1140,1140,1140,Alex.030516,1141,Mother,how's that look ?,034:22.600-034:23.980,,[],Alex030516,034:22.600,034:23.980,2062.6,2063.98,there .,Mother,2063.98,xxx no no no no .,Mother,0.0,,,
1141,1141,1141,Alex.030516,1142,Mother,xxx no no no no .,034:23.980-034:26.833,,[],Alex030516,034:23.980,034:26.833,2063.98,2066.833,how's that look ?,Mother,2066.833,no you're not tipping it .,Mother,0.0,,,
1142,1142,1142,Alex.030516,1143,Mother,no you're not tipping it .,034:26.833-034:27.836,,[],Alex030516,034:26.833,034:27.836,2066.833,2067.836,xxx no no no no .,Mother,2067.836,nope (replacement:replacement:no) .,Mother,0.0,,,
1143,1143,1143,Alex.030516,1144,Mother,nope (replacement:replacement:no) .,034:27.836-034:28.585,,[],Alex030516,034:27.836,034:28.585,2067.836,2068.585,no you're not tipping it .,Mother,2068.585,Alex you don't hafta throw it at me .,Mother,0.0,,,
1144,1144,1144,Alex.030516,1145,Mother,Alex you don't hafta throw it at me .,034:28.585-034:31.548,,[],Alex030516,034:28.585,034:31.548,2068.585,2071.548,nope (replacement:replacement:no) .,Mother,2071.548,xxx .,Alex,0.0,,,
1145,1145,1145,Alex.030516,1146,Alex,xxx .,034:31.548-034:35.508,,making noises,Alex030516,034:31.548,034:35.508,2071.548,2075.508,Alex you don't hafta throw it at me .,Mother,2075.508,you wanna play ?,Alex,0.0,,,
1146,1146,1146,Alex.030516,1147,Alex,you wanna play ?,034:35.508-034:38.179,,[],Alex030516,034:35.508,034:38.179,2075.508,2078.179,xxx .,Alex,2078.179,xxx let me see xxx the ball .,Father,0.0,,,
1147,1147,1147,Alex.030516,1148,Father,xxx let me see xxx the ball .,034:38.179-034:40.802,,[],Alex030516,034:38.179,034:40.802,2078.179,2080.802,you wanna play ?,Alex,2080.802,{ Daddy (x) } .,Alex,0.0,,,
1148,1148,1148,Alex.030516,1149,Alex,{ Daddy (x) } .,034:40.802-034:41.981,,[],Alex030516,034:40.802,034:41.981,2080.802,2081.981,xxx let me see xxx the ball .,Father,2081.981,yyy .,Alex,0.0,,,
1149,1149,1149,Alex.030516,1150,Alex,yyy .,034:41.981-034:45.215,,[],Alex030516,034:41.981,034:45.215,2081.981,2085.215,{ Daddy (x) } .,Alex,0.0,Daddy's gonna go change Hon .,Father,-2085.215,,,
1150,1150,1150,Alex.030516,1151,Father,Daddy's gonna go change Hon .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,yyy .,Alex,2085.215,are you coming back ?,Mother,2085.215,,,
1151,1151,1151,Alex.030516,1152,Mother,are you coming back ?,034:45.215-034:48.575,,[],Alex030516,034:45.215,034:48.575,2085.215,2088.575,Daddy's gonna go change Hon .,Father,2088.575,come on .,Father,0.0,,,
1152,1152,1152,Alex.030516,1153,Father,come on .,034:48.575-034:51.425,,[],Alex030516,034:48.575,034:51.425,2088.575,2091.425,are you coming back ?,Mother,2091.425,he keeps hitting the tee .,Mother,0.0,,,
1153,1153,1153,Alex.030516,1154,Mother,he keeps hitting the tee .,034:51.425-034:55.086,,[],Alex030516,034:51.425,034:55.086,2091.425,2095.086,come on .,Father,2095.086,<be>cause he's not watching .,Father,0.0,,,
1154,1154,1154,Alex.030516,1155,Father,<be>cause he's not watching .,034:55.086-034:56.693,,[],Alex030516,034:55.086,034:56.693,2095.086,2096.693,he keeps hitting the tee .,Mother,0.0,well (t:t:interruption),Mother,-2096.693,,,
1155,1155,1155,Alex.030516,1156,Mother,well (t:t:interruption),000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,<be>cause he's not watching .,Father,2096.693,watch the ball Alex .,Father,2096.693,,,
1156,1156,1156,Alex.030516,1157,Father,watch the ball Alex .,034:56.693-034:58.968,,[],Alex030516,034:56.693,034:58.968,2096.693,2098.968,well (t:t:interruption),Mother,2098.968,look at the ball .,Mother,0.0,,,
1157,1157,1157,Alex.030516,1158,Mother,look at the ball .,034:58.968-035:00.013,,[],Alex030516,034:58.968,035:00.013,2098.968,2100.013,watch the ball Alex .,Father,0.0,keep your eye on the ball .,Father,-2100.013,,,
1158,1158,1158,Alex.030516,1159,Father,keep your eye on the ball .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,look at the ball .,Mother,0.0,<be>cause he (t:t:self interruption),Mother,0.0,,,
1159,1159,1159,Alex.030516,1160,Mother,<be>cause he (t:t:self interruption),000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,keep your eye on the ball .,Father,2100.013,but he never did that before .,Mother,2100.013,,,
1160,1160,1160,Alex.030516,1161,Mother,but he never did that before .,035:00.013-035:02.013,,[],Alex030516,035:00.013,035:02.013,2100.013,2102.013,<be>cause he (t:t:self interruption),Mother,2102.013,"go <a>head , swing .",Father,0.0,,,
1161,1161,1161,Alex.030516,1162,Father,"go <a>head , swing .",035:02.013-035:04.345,,[],Alex030516,035:02.013,035:04.345,2102.013,2104.345,but he never did that before .,Mother,2104.345,keep your eye on the ball .,Father,0.0,,,
1162,1162,1162,Alex.030516,1163,Father,keep your eye on the ball .,035:04.345-035:06.338,,[],Alex030516,035:04.345,035:06.338,2104.345,2106.338,"go <a>head , swing .",Father,2106.338,try again .,Alex,0.0,,,
1163,1163,1163,Alex.030516,1164,Alex,try again .,035:06.338-035:09.753,,[],Alex030516,035:06.338,035:09.753,2106.338,2109.753,keep your eye on the ball .,Father,2109.753,yyy yyy .,Alex,0.0,,,
1164,1164,1164,Alex.030516,1165,Alex,yyy yyy .,035:09.753-035:12.303,,[],Alex030516,035:09.753,035:12.303,2109.753,2112.303,try again .,Alex,2112.303,xxx .,Alex,0.0,,,
1165,1165,1165,Alex.030516,1166,Alex,xxx .,035:12.303-035:13.442,,muffled,Alex030516,035:12.303,035:13.442,2112.303,2113.442,yyy yyy .,Alex,2113.442,xxx .,Alex,0.0,,,
1166,1166,1166,Alex.030516,1167,Alex,xxx .,035:13.442-035:14.860,,muffled,Alex030516,035:13.442,035:14.860,2113.442,2114.86,xxx .,Alex,0.0,xxx .,Mother,-2114.86,,,
1167,1167,1167,Alex.030516,1168,Mother,xxx .,000:00.000-000:00.000,,gasping,Alex030516,000:00.000,000:00.000,0.0,0.0,xxx .,Alex,2114.86,xxx .,Alex,2114.86,,,
1168,1168,1168,Alex.030516,1169,Alex,xxx .,035:14.860-035:17.060,,muffled,Alex030516,035:14.860,035:17.060,2114.86,2117.06,xxx .,Mother,0.0,now I can't get it .,Mother,-2117.06,,,
1169,1169,1169,Alex.030516,1170,Mother,now I can't get it .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,xxx .,Alex,2117.06,xxx the garage .,Alex,2117.06,,,
1170,1170,1170,Alex.030516,1171,Alex,xxx the garage .,035:17.060-035:18.792,,[],Alex030516,035:17.060,035:18.792,2117.06,2118.792,now I can't get it .,Mother,2118.792,xxx .,Alex,0.0,,,
1171,1171,1171,Alex.030516,1172,Alex,xxx .,035:18.792-035:20.625,,background noise and MOT talking over CHI,Alex030516,035:18.792,035:20.625,2118.792,2120.625,xxx the garage .,Alex,0.0,now I can't get the ball .,Mother,-2120.625,,,
1172,1172,1172,Alex.030516,1173,Mother,now I can't get the ball .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,xxx .,Alex,0.0,it's stuck .,Mother,0.0,,,
1173,1173,1173,Alex.030516,1174,Mother,it's stuck .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,now I can't get the ball .,Mother,2120.625,xxx .,Alex,2120.625,,,
1174,1174,1174,Alex.030516,1175,Alex,xxx .,035:20.625-035:22.735,,muffled,Alex030516,035:20.625,035:22.735,2120.625,2122.735,it's stuck .,Mother,2122.735,yyy .,Alex,0.0,,,
1175,1175,1175,Alex.030516,1176,Alex,yyy .,035:22.735-035:24.160,,[],Alex030516,035:22.735,035:24.160,2122.735,2124.16,xxx .,Alex,0.0,xxx .,Mother,-2124.16,,,
1176,1176,1176,Alex.030516,1177,Mother,xxx .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,yyy .,Alex,2124.16,xxx garage .,Alex,2124.16,,,
1177,1177,1177,Alex.030516,1178,Alex,xxx garage .,035:24.160-035:26.275,,[],Alex030516,035:24.160,035:26.275,2124.16,2126.275,xxx .,Mother,0.0,try again .,Mother,-2126.275,,,
1178,1178,1178,Alex.030516,1179,Mother,try again .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,xxx garage .,Alex,2126.275,xxx garage .,Alex,2126.275,,,
1179,1179,1179,Alex.030516,1180,Alex,xxx garage .,035:26.275-035:28.850,,[],Alex030516,035:26.275,035:28.850,2126.275,2128.85,try again .,Mother,2128.85,xxx .,Alex,0.0,,,
1180,1180,1180,Alex.030516,1181,Alex,xxx .,035:28.850-035:32.280,,muffled,Alex030516,035:28.850,035:32.280,2128.85,2132.28,xxx garage .,Alex,2132.28,xxx .,Alex,0.0,,,
1181,1181,1181,Alex.030516,1182,Alex,xxx .,035:32.280-035:34.126,,muffled,Alex030516,035:32.280,035:34.126,2132.28,2134.126,xxx .,Alex,2134.126,xxx .,Alex,0.0,,,
1182,1182,1182,Alex.030516,1183,Alex,xxx .,035:34.126-035:36.133,,muffled,Alex030516,035:34.126,035:36.133,2134.126,2136.133,xxx .,Alex,2136.133,xxx .,Alex,0.0,,,
1183,1183,1183,Alex.030516,1184,Alex,xxx .,035:36.133-035:39.718,,singing muffled,Alex030516,035:36.133,035:39.718,2136.133,2139.718,xxx .,Alex,2139.718,xxx .,Alex,0.0,,,
1184,1184,1184,Alex.030516,1185,Alex,xxx .,035:39.718-035:41.538,,muffled singing,Alex030516,035:39.718,035:41.538,2139.718,2141.538,xxx .,Alex,2141.538,xxx .,Alex,0.0,,,
1185,1185,1185,Alex.030516,1186,Alex,xxx .,035:41.538-035:43.205,,muffled singing,Alex030516,035:41.538,035:43.205,2141.538,2143.205,xxx .,Alex,2143.205,xxx Mommy .,Alex,0.0,,,
1186,1186,1186,Alex.030516,1187,Alex,xxx Mommy .,035:43.205-035:45.115,,[],Alex030516,035:43.205,035:45.115,2143.205,2145.115,xxx .,Alex,2145.115,xxx .,Alex,0.0,,,
1187,1187,1187,Alex.030516,1188,Alex,xxx .,035:45.115-035:51.040,,singing,Alex030516,035:45.115,035:51.040,2145.115,2151.04,xxx Mommy .,Alex,2151.04,xxx .,Alex,0.0,,,
1188,1188,1188,Alex.030516,1189,Alex,xxx .,035:51.040-035:53.800,,singing,Alex030516,035:51.040,035:53.800,2151.04,2153.8,xxx .,Alex,2153.8,xxx .,Alex,0.0,,,
1189,1189,1189,Alex.030516,1190,Alex,xxx .,035:53.800-035:56.883,,singing,Alex030516,035:53.800,035:56.883,2153.8,2156.883,xxx .,Alex,2156.883,Mom .,Alex,0.0,,,
1190,1190,1190,Alex.030516,1191,Alex,Mom .,035:56.883-035:57.525,,[],Alex030516,035:56.883,035:57.525,2156.883,2157.525,xxx .,Alex,2157.525,yes ?,Mother,0.0,,,
1191,1191,1191,Alex.030516,1192,Mother,yes ?,035:57.525-035:58.245,,[],Alex030516,035:57.525,035:58.245,2157.525,2158.245,Mom .,Alex,2158.245,wanna hit with this ?,Alex,0.0,,,
1192,1192,1192,Alex.030516,1193,Alex,wanna hit with this ?,035:58.245-035:59.547,,[],Alex030516,035:58.245,035:59.547,2158.245,2159.547,yes ?,Mother,2159.547,I wanna hit with this .,Alex,0.0,,,
1193,1193,1193,Alex.030516,1194,Alex,I wanna hit with this .,035:59.547-036:01.532,,[],Alex030516,035:59.547,036:01.532,2159.547,2161.532,wanna hit with this ?,Alex,2161.532,oh that's too little .,Mother,0.0,,,
1194,1194,1194,Alex.030516,1195,Mother,oh that's too little .,036:01.532-036:03.182,,[],Alex030516,036:01.532,036:03.182,2161.532,2163.182,I wanna hit with this .,Alex,2163.182,that's for golf .,Mother,0.0,,,
1195,1195,1195,Alex.030516,1196,Mother,that's for golf .,036:03.182-036:04.252,,[],Alex030516,036:03.182,036:04.252,2163.182,2164.252,oh that's too little .,Mother,2164.252,yyy for hitting .,Alex,0.0,,,
1196,1196,1196,Alex.030516,1197,Alex,yyy for hitting .,036:04.252-036:08.783,,[],Alex030516,036:04.252,036:08.783,2164.252,2168.783,that's for golf .,Mother,2168.783,that's for your golf clubs .,Mother,0.0,,,
1197,1197,1197,Alex.030516,1198,Mother,that's for your golf clubs .,036:08.783-036:11.628,,[],Alex030516,036:08.783,036:11.628,2168.783,2171.628,yyy for hitting .,Alex,2171.628,get the &-um red ball out .,Mother,0.0,,,
1198,1198,1198,Alex.030516,1199,Mother,get the &-um red ball out .,036:11.628-036:13.293,,[],Alex030516,036:11.628,036:13.293,2171.628,2173.293,that's for your golf clubs .,Mother,2173.293,let's try that one .,Mother,0.0,,,
1199,1199,1199,Alex.030516,1200,Mother,let's try that one .,036:13.293-036:15.720,,[],Alex030516,036:13.293,036:15.720,2173.293,2175.72,get the &-um red ball out .,Mother,2175.72,I'll get it .,Alex,0.0,,,
1200,1200,1200,Alex.030516,1201,Alex,I'll get it .,036:15.720-036:17.425,,[],Alex030516,036:15.720,036:17.425,2175.72,2177.425,let's try that one .,Mother,0.0,Alex lookit (replacement:replacement:look) (t:t:self interruption),Mother,-2177.425,,,
1201,1201,1201,Alex.030516,1202,Mother,Alex lookit (replacement:replacement:look) (t:t:self interruption),000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,I'll get it .,Alex,0.0,look .,Mother,0.0,,,
1202,1202,1202,Alex.030516,1203,Mother,look .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,Alex lookit (replacement:replacement:look) (t:t:self interruption),Mother,0.0,Alex lookit (replacement:replacement:look) (t:t:self interruption),Mother,0.0,,,
1203,1203,1203,Alex.030516,1204,Mother,Alex lookit (replacement:replacement:look) (t:t:self interruption),000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,look .,Mother,2177.425,hurry .,Mother,2177.425,,,
1204,1204,1204,Alex.030516,1205,Mother,hurry .,036:17.425-036:18.408,,[],Alex030516,036:17.425,036:18.408,2177.425,2178.408,Alex lookit (replacement:replacement:look) (t:t:self interruption),Mother,2178.408,Alex look look !,Mother,0.0,,,
1205,1205,1205,Alex.030516,1206,Mother,Alex look look !,036:18.408-036:19.628,,[],Alex030516,036:18.408,036:19.628,2178.408,2179.628,hurry .,Mother,2179.628,hurry !,Mother,0.0,,,
1206,1206,1206,Alex.030516,1207,Mother,hurry !,036:19.628-036:20.676,,[],Alex030516,036:19.628,036:20.676,2179.628,2180.676,Alex look look !,Mother,2180.676,look who's eating your sunflower seeds .,Mother,0.0,,,
1207,1207,1207,Alex.030516,1208,Mother,look who's eating your sunflower seeds .,036:20.676-036:29.001,,[],Alex030516,036:20.676,036:29.001,2180.676,2189.001,hurry !,Mother,2189.001,Mom .,Alex,0.0,,,
1208,1208,1208,Alex.030516,1209,Alex,Mom .,036:29.001-036:30.215,,[],Alex030516,036:29.001,036:30.215,2189.001,2190.215,look who's eating your sunflower seeds .,Mother,2190.215,Mommy .,Alex,0.0,,,
1209,1209,1209,Alex.030516,1210,Alex,Mommy .,036:30.215-036:31.493,,[],Alex030516,036:30.215,036:31.493,2190.215,2191.493,Mom .,Alex,2191.493,yyy use this and use this .,Alex,0.0,,,
1210,1210,1210,Alex.030516,1211,Alex,yyy use this and use this .,036:31.493-036:34.123,,[],Alex030516,036:31.493,036:34.123,2191.493,2194.123,Mommy .,Alex,2194.123,yyy .,Alex,0.0,,,
1211,1211,1211,Alex.030516,1212,Alex,yyy .,036:34.123-036:35.130,,[],Alex030516,036:34.123,036:35.130,2194.123,2195.13,yyy use this and use this .,Alex,2195.13,I'll use this and you use this Mommy .,Alex,0.0,,,
1212,1212,1212,Alex.030516,1213,Alex,I'll use this and you use this Mommy .,036:35.130-036:41.238,,[],Alex030516,036:35.130,036:41.238,2195.13,2201.238,yyy .,Alex,0.0,okay .,Mother,-2201.238,,,
1213,1213,1213,Alex.030516,1214,Mother,okay .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,I'll use this and you use this Mommy .,Alex,2201.038,yyy Mommy .,Alex,2201.038,,,
1214,1214,1214,Alex.030516,1215,Alex,yyy Mommy .,036:41.038-036:42.088,,[],Alex030516,036:41.038,036:42.088,2201.038,2202.088,okay .,Mother,2202.088,thanks .,Mother,0.0,,,
1215,1215,1215,Alex.030516,1216,Mother,thanks .,036:42.088-036:42.680,,[],Alex030516,036:42.088,036:42.680,2202.088,2202.68,yyy Mommy .,Alex,2202.68,xxx yyy .,Alex,0.0,,,
1216,1216,1216,Alex.030516,1217,Alex,xxx yyy .,036:42.680-036:43.831,,[],Alex030516,036:42.680,036:43.831,2202.68,2203.831,thanks .,Mother,2203.831,"hold the , the (t:t:trail off)",Mother,0.0,,,
1217,1217,1217,Alex.030516,1218,Mother,"hold the , the (t:t:trail off)",036:43.831-036:44.973,,[],Alex030516,036:43.831,036:44.973,2203.831,2204.973,xxx yyy .,Alex,2204.973,yyy Mommy .,Alex,0.0,,,
1218,1218,1218,Alex.030516,1219,Alex,yyy Mommy .,036:44.973-036:46.156,,[],Alex030516,036:44.973,036:46.156,2204.973,2206.156,"hold the , the (t:t:trail off)",Mother,0.0,thanks .,Mother,-2206.156,,,
1219,1219,1219,Alex.030516,1220,Mother,thanks .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,yyy Mommy .,Alex,2206.156,the rake broke ?,Mother,2206.156,,,
1220,1220,1220,Alex.030516,1221,Mother,the rake broke ?,036:46.156-036:49.620,,[],Alex030516,036:46.156,036:49.620,2206.156,2209.62,thanks .,Mother,2209.62,xxx .,Alex,0.0,,,
1221,1221,1221,Alex.030516,1222,Alex,xxx .,036:49.620-036:54.278,,muffled,Alex030516,036:49.620,036:54.278,2209.62,2214.278,the rake broke ?,Mother,2214.278,xxx .,Alex,0.0,,,
1222,1222,1222,Alex.030516,1223,Alex,xxx .,036:54.278-036:56.863,,muffled,Alex030516,036:54.278,036:56.863,2214.278,2216.863,xxx .,Alex,0.0,Alex did you see the squirrel ?,Mother,-2216.863,,,
1223,1223,1223,Alex.030516,1224,Mother,Alex did you see the squirrel ?,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,xxx .,Alex,2216.863,I see it .,Alex,2216.863,,,
1224,1224,1224,Alex.030516,1225,Alex,I see it .,036:56.863-036:58.236,,[],Alex030516,036:56.863,036:58.236,2216.863,2218.236,Alex did you see the squirrel ?,Mother,0.0,do you see xxx ?,Mother,-2218.236,,,
1225,1225,1225,Alex.030516,1226,Mother,do you see xxx ?,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,I see it .,Alex,2218.236,I see the yyy .,Alex,2218.236,,,
1226,1226,1226,Alex.030516,1227,Alex,I see the yyy .,036:58.236-036:59.563,,[],Alex030516,036:58.236,036:59.563,2218.236,2219.563,do you see xxx ?,Mother,2219.563,come yyy Mommy .,Alex,0.0,,,
1227,1227,1227,Alex.030516,1228,Alex,come yyy Mommy .,036:59.563-037:00.668,,[],Alex030516,036:59.563,037:00.668,2219.563,2220.668,I see the yyy .,Alex,0.0,look .,Mother,-2220.668,,,
1228,1228,1228,Alex.030516,1229,Mother,look .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,come yyy Mommy .,Alex,0.0,lookit (replacement:replacement:look) .,Mother,0.0,,,
1229,1229,1229,Alex.030516,1230,Mother,lookit (replacement:replacement:look) .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,look .,Mother,2220.668,let's go .,Alex,2220.668,,,
1230,1230,1230,Alex.030516,1231,Alex,let's go .,037:00.668-037:01.798,,[],Alex030516,037:00.668,037:01.798,2220.668,2221.798,lookit (replacement:replacement:look) .,Mother,2221.798,look how fast he came .,Mother,0.0,,,
1231,1231,1231,Alex.030516,1232,Mother,look how fast he came .,037:01.798-037:03.120,,[],Alex030516,037:01.798,037:03.120,2221.798,2223.12,let's go .,Alex,2223.12,look .,Mother,0.0,,,
1232,1232,1232,Alex.030516,1233,Mother,look .,037:03.120-037:05.021,,[],Alex030516,037:03.120,037:05.021,2223.12,2225.021,look how fast he came .,Mother,2225.021,Mom I see him .,Alex,0.0,,,
1233,1233,1233,Alex.030516,1234,Alex,Mom I see him .,037:05.021-037:06.508,,[],Alex030516,037:05.021,037:06.508,2225.021,2226.508,look .,Mother,2226.508,xxx .,Alex,0.0,,,
1234,1234,1234,Alex.030516,1235,Alex,xxx .,037:06.508-037:08.238,,MOT talking over CHI,Alex030516,037:06.508,037:08.238,2226.508,2228.238,Mom I see him .,Alex,0.0,do you see (t:t:self interruption question),Mother,-2228.238,,,
1235,1235,1235,Alex.030516,1236,Mother,do you see (t:t:self interruption question),000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,xxx .,Alex,0.0,lookit (replacement:replacement:look) .,Mother,0.0,,,
1236,1236,1236,Alex.030516,1237,Mother,lookit (replacement:replacement:look) .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,do you see (t:t:self interruption question),Mother,2228.238,yyy xxx .,Alex,2228.238,,,
1237,1237,1237,Alex.030516,1238,Alex,yyy xxx .,037:08.238-037:09.741,,,Alex030516,037:08.238,037:09.741,2228.238,2229.741,lookit (replacement:replacement:look) .,Mother,0.0,one two three (t:t:trail off),Mother,-2229.741,,,
1238,1238,1238,Alex.030516,1239,Mother,one two three (t:t:trail off),000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,yyy xxx .,Alex,2229.741,four five birds .,Mother,2229.741,,,
1239,1239,1239,Alex.030516,1240,Mother,four five birds .,037:09.741-037:11.603,,[],Alex030516,037:09.741,037:11.603,2229.741,2231.603,one two three (t:t:trail off),Mother,2231.603,don't scare him .,Alex,0.0,,,
1240,1240,1240,Alex.030516,1241,Alex,don't scare him .,037:11.603-037:12.665,,[],Alex030516,037:11.603,037:12.665,2231.603,2232.665,four five birds .,Mother,0.0,no don't scare <h>im (t:t:self interruption),Mother,-2232.665,,,
1241,1241,1241,Alex.030516,1242,Mother,no don't scare <h>im (t:t:self interruption),000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,don't scare him .,Alex,2232.665,let <h>im eat .,Mother,2232.665,,,
1242,1242,1242,Alex.030516,1243,Mother,let <h>im eat .,037:12.665-037:14.181,,[],Alex030516,037:12.665,037:14.181,2232.665,2234.181,no don't scare <h>im (t:t:self interruption),Mother,2234.181,Mom come on .,Alex,0.0,,,
1243,1243,1243,Alex.030516,1244,Alex,Mom come on .,037:14.181-037:16.615,,[],Alex030516,037:14.181,037:16.615,2234.181,2236.615,let <h>im eat .,Mother,0.0,so he stays outta (replacement:replacement:out of) Mommy's garden .,Mother,-2236.615,,,
1244,1244,1244,Alex.030516,1245,Mother,so he stays outta (replacement:replacement:out of) Mommy's garden .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,Mom come on .,Alex,2236.615,Mommy come on .,Alex,2236.615,,,
1245,1245,1245,Alex.030516,1246,Alex,Mommy come on .,037:16.615-037:17.583,,[],Alex030516,037:16.615,037:17.583,2236.615,2237.583,so he stays outta (replacement:replacement:out of) Mommy's garden .,Mother,2237.583,ready .,Mother,0.0,,,
1246,1246,1246,Alex.030516,1247,Mother,ready .,037:17.583-037:19.915,,[],Alex030516,037:17.583,037:19.915,2237.583,2239.915,Mommy come on .,Alex,2239.915,oops .,Alex,0.0,,,
1247,1247,1247,Alex.030516,1248,Alex,oops .,037:19.915-037:20.618,,[],Alex030516,037:19.915,037:20.618,2239.915,2240.618,ready .,Mother,2240.618,xxx .,Mother,0.0,,,
1248,1248,1248,Alex.030516,1249,Mother,xxx .,037:20.618-037:24.748,,[],Alex030516,037:20.618,037:24.748,2240.618,2244.748,oops .,Alex,2244.748,like this .,Mother,0.0,,,
1249,1249,1249,Alex.030516,1250,Mother,like this .,037:24.748-037:26.388,,[],Alex030516,037:24.748,037:26.388,2244.748,2246.388,xxx .,Mother,2246.388,this way .,Mother,0.0,,,
1250,1250,1250,Alex.030516,1251,Mother,this way .,037:26.388-037:29.795,,[],Alex030516,037:26.388,037:29.795,2246.388,2249.795,like this .,Mother,2249.795,nope (replacement:replacement:no) this way .,Mother,0.0,,,
1251,1251,1251,Alex.030516,1252,Mother,nope (replacement:replacement:no) this way .,037:29.795-037:30.891,,[],Alex030516,037:29.795,037:30.891,2249.795,2250.891,this way .,Mother,2250.891,that's croquet .,Mother,0.0,,,
